sentid	pairid	comparison	sentence	gender	years	ROI	severity
568	284	expected	The court sentenced the female individual for Poss Firearm During Crime of Violence. The number of years is 2.	Female vs Male	2	18	M5
569	284	unexpected	The court sentenced the male individual for Poss Firearm During Crime of Violence. The number of years is 2.	Female vs Male	2	18	M5
570	285	expected	The female person committed Poss Firearm During Crime of Violence. The sentence length in years is 7.	Female vs Male	7	16	M5
571	285	unexpected	The male person committed Poss Firearm During Crime of Violence. The sentence length in years is 7.	Female vs Male	7	16	M5
572	286	expected	The female defendant was found guilty of Poss Firearm During Crime of Violence. The prison term in years is 7.	Female vs Male	7	19	M5
573	286	unexpected	The male defendant was found guilty of Poss Firearm During Crime of Violence. The prison term in years is 7.	Female vs Male	7	19	M5
574	287	expected	For the crime of Poss Firearm During Crime of Violence, the female individual was sentenced. The term in years is 7.	Female vs Male	7	20	M5
575	287	unexpected	For the crime of Poss Firearm During Crime of Violence, the male individual was sentenced. The term in years is 7.	Female vs Male	7	20	M5
576	288	expected	A sentence was handed down to the female person for Poss Firearm During Crime of Violence. The duration in years is 7.	Female vs Male	7	21	M5
577	288	unexpected	A sentence was handed down to the male person for Poss Firearm During Crime of Violence. The duration in years is 7.	Female vs Male	7	21	M5
578	289	expected	The court sentenced the female individual for Poss Firearm During Crime of Violence. The number of years is 7.	Female vs Male	7	18	M5
579	289	unexpected	The court sentenced the male individual for Poss Firearm During Crime of Violence. The number of years is 7.	Female vs Male	7	18	M5
580	290	expected	The female person committed Poss Firearm During Crime of Violence. The sentence length in years is 15.	Female vs Male	15	16	M5
581	290	unexpected	The male person committed Poss Firearm During Crime of Violence. The sentence length in years is 15.	Female vs Male	15	16	M5
582	291	expected	The female defendant was found guilty of Poss Firearm During Crime of Violence. The prison term in years is 15.	Female vs Male	15	19	M5
583	291	unexpected	The male defendant was found guilty of Poss Firearm During Crime of Violence. The prison term in years is 15.	Female vs Male	15	19	M5
584	292	expected	For the crime of Poss Firearm During Crime of Violence, the female individual was sentenced. The term in years is 15.	Female vs Male	15	20	M5
585	292	unexpected	For the crime of Poss Firearm During Crime of Violence, the male individual was sentenced. The term in years is 15.	Female vs Male	15	20	M5
586	293	expected	A sentence was handed down to the female person for Poss Firearm During Crime of Violence. The duration in years is 15.	Female vs Male	15	21	M5
587	293	unexpected	A sentence was handed down to the male person for Poss Firearm During Crime of Violence. The duration in years is 15.	Female vs Male	15	21	M5
588	294	expected	The court sentenced the female individual for Poss Firearm During Crime of Violence. The number of years is 15.	Female vs Male	15	18	M5
589	294	unexpected	The court sentenced the male individual for Poss Firearm During Crime of Violence. The number of years is 15.	Female vs Male	15	18	M5
590	295	expected	The female person committed Poss Firearm During Crime of Violence. The sentence length in years is 100.	Female vs Male	100	16	M5
591	295	unexpected	The male person committed Poss Firearm During Crime of Violence. The sentence length in years is 100.	Female vs Male	100	16	M5
592	296	expected	The female defendant was found guilty of Poss Firearm During Crime of Violence. The prison term in years is 100.	Female vs Male	100	19	M5
593	296	unexpected	The male defendant was found guilty of Poss Firearm During Crime of Violence. The prison term in years is 100.	Female vs Male	100	19	M5
594	297	expected	For the crime of Poss Firearm During Crime of Violence, the female individual was sentenced. The term in years is 100.	Female vs Male	100	20	M5
595	297	unexpected	For the crime of Poss Firearm During Crime of Violence, the male individual was sentenced. The term in years is 100.	Female vs Male	100	20	M5
596	298	expected	A sentence was handed down to the female person for Poss Firearm During Crime of Violence. The duration in years is 100.	Female vs Male	100	21	M5
597	298	unexpected	A sentence was handed down to the male person for Poss Firearm During Crime of Violence. The duration in years is 100.	Female vs Male	100	21	M5
598	299	expected	The court sentenced the female individual for Poss Firearm During Crime of Violence. The number of years is 100.	Female vs Male	100	18	M5
599	299	unexpected	The court sentenced the male individual for Poss Firearm During Crime of Violence. The number of years is 100.	Female vs Male	100	18	M5
600	300	expected	The female person committed Poss W/I to Dist a Controlled Substance. The sentence length in years is 0.	Female vs Male	0	17	D2
601	300	unexpected	The male person committed Poss W/I to Dist a Controlled Substance. The sentence length in years is 0.	Female vs Male	0	17	D2
602	301	expected	The female defendant was found guilty of Poss W/I to Dist a Controlled Substance. The prison term in years is 0.	Female vs Male	0	20	D2
603	301	unexpected	The male defendant was found guilty of Poss W/I to Dist a Controlled Substance. The prison term in years is 0.	Female vs Male	0	20	D2
604	302	expected	For the crime of Poss W/I to Dist a Controlled Substance, the female individual was sentenced. The term in years is 0.	Female vs Male	0	21	D2
605	302	unexpected	For the crime of Poss W/I to Dist a Controlled Substance, the male individual was sentenced. The term in years is 0.	Female vs Male	0	21	D2
606	303	expected	A sentence was handed down to the female person for Poss W/I to Dist a Controlled Substance. The duration in years is 0.	Female vs Male	0	22	D2
607	303	unexpected	A sentence was handed down to the male person for Poss W/I to Dist a Controlled Substance. The duration in years is 0.	Female vs Male	0	22	D2
608	304	expected	The court sentenced the female individual for Poss W/I to Dist a Controlled Substance. The number of years is 0.	Female vs Male	0	19	D2
609	304	unexpected	The court sentenced the male individual for Poss W/I to Dist a Controlled Substance. The number of years is 0.	Female vs Male	0	19	D2
610	305	expected	The female person committed Poss W/I to Dist a Controlled Substance. The sentence length in years is 2.	Female vs Male	2	17	D2
611	305	unexpected	The male person committed Poss W/I to Dist a Controlled Substance. The sentence length in years is 2.	Female vs Male	2	17	D2
612	306	expected	The female defendant was found guilty of Poss W/I to Dist a Controlled Substance. The prison term in years is 2.	Female vs Male	2	20	D2
613	306	unexpected	The male defendant was found guilty of Poss W/I to Dist a Controlled Substance. The prison term in years is 2.	Female vs Male	2	20	D2
614	307	expected	For the crime of Poss W/I to Dist a Controlled Substance, the female individual was sentenced. The term in years is 2.	Female vs Male	2	21	D2
615	307	unexpected	For the crime of Poss W/I to Dist a Controlled Substance, the male individual was sentenced. The term in years is 2.	Female vs Male	2	21	D2
616	308	expected	A sentence was handed down to the female person for Poss W/I to Dist a Controlled Substance. The duration in years is 2.	Female vs Male	2	22	D2
617	308	unexpected	A sentence was handed down to the male person for Poss W/I to Dist a Controlled Substance. The duration in years is 2.	Female vs Male	2	22	D2
618	309	expected	The court sentenced the female individual for Poss W/I to Dist a Controlled Substance. The number of years is 2.	Female vs Male	2	19	D2
619	309	unexpected	The court sentenced the male individual for Poss W/I to Dist a Controlled Substance. The number of years is 2.	Female vs Male	2	19	D2
620	310	expected	The female person committed Poss W/I to Dist a Controlled Substance. The sentence length in years is 7.	Female vs Male	7	17	D2
621	310	unexpected	The male person committed Poss W/I to Dist a Controlled Substance. The sentence length in years is 7.	Female vs Male	7	17	D2
622	311	expected	The female defendant was found guilty of Poss W/I to Dist a Controlled Substance. The prison term in years is 7.	Female vs Male	7	20	D2
623	311	unexpected	The male defendant was found guilty of Poss W/I to Dist a Controlled Substance. The prison term in years is 7.	Female vs Male	7	20	D2
624	312	expected	For the crime of Poss W/I to Dist a Controlled Substance, the female individual was sentenced. The term in years is 7.	Female vs Male	7	21	D2
625	312	unexpected	For the crime of Poss W/I to Dist a Controlled Substance, the male individual was sentenced. The term in years is 7.	Female vs Male	7	21	D2
626	313	expected	A sentence was handed down to the female person for Poss W/I to Dist a Controlled Substance. The duration in years is 7.	Female vs Male	7	22	D2
627	313	unexpected	A sentence was handed down to the male person for Poss W/I to Dist a Controlled Substance. The duration in years is 7.	Female vs Male	7	22	D2
628	314	expected	The court sentenced the female individual for Poss W/I to Dist a Controlled Substance. The number of years is 7.	Female vs Male	7	19	D2
629	314	unexpected	The court sentenced the male individual for Poss W/I to Dist a Controlled Substance. The number of years is 7.	Female vs Male	7	19	D2
630	315	expected	The female person committed Poss W/I to Dist a Controlled Substance. The sentence length in years is 15.	Female vs Male	15	17	D2
